** Object ID ,** URI,Collection,Series,Sub Series,Container 1,Container 2,Source,** Repository,** Title,** Date,** Date – online search,Dimensions,** Extent,** Creator,** Scope and content,Location,** Access,Publisher,Type,Format,** Language,Rights,** Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,
AT-001-011,,AT-001,0,0,0,0,Artefacts - Siddiqi Lab,Archives at NCBS,Vertical electrode puller - Narishige,Unknown,0,30 x 30 x 86 cm,NA,Narishige,Vertical Electrode Puller. Narishige (manufacturing company). Used for the preparation of fine needles in developmental biology. It is a manual system with still functioning gears to hold the needle edges. People who have worked on these setups particularly remember the ‘thuds’ it would make when the task is done and the finality associated with that thud. Still sought after but not in production anymore.,Bangalore,Unrestricted,Archives at NCBS,Artefact,"Artefact, mixed media",NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Electrode puller,Scientific process,Narishige,Developmental biology,,,
MS-003_3_3_12_4_P_0050,,MS-003,3,3,12,4,KS Krishnan papers,Archives at NCBS,"Handwritten summary of notes on ethics and various case studies of the same covered in ""Notes on scientific ethics""",Undated,0,21x29.7cm,1p,"Krishnan, K. S.","Classic and modern forms of scientific misconduct and cases of the same. Also refers to writings of Karl Popper, practical suggestions and advice to avoid the same.",Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Ethics,Falsification,Right and Wrong,Thoughts vs Notes,Case studies,Karl Popper,
MS-003_3_3_12_4_P_0065,,MS-003,3,3,12,4,KS Krishnan papers,Archives at NCBS,Unethical acts in science and research,Undated,0,21x29.7cm,1p,"Krishnan, K. S.","Summarises examples for various misconducts in research and unethical practices such as fraud, plagiarism, faking data or manipulating data and misinterpretation.",Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Ethics,Fraud,Controls,Misconduct,Plagiarism,Good scientific practices,
MS-003_3_3_12_4_P_0068,,MS-003,3,3,12,4,KS Krishnan papers,Archives at NCBS,Different ways: 7 Cardinal,Undated,0,21x29.7cm,1p,"Krishnan, K. S.",Summarises the cardinals to abide by in good research as points.,Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Research ethics,Research guidelines,Occam's razor,Ashwathama Hatha Kunjaraha,Scientific Ethics,,
MS-003_3_4_12_5_0001-0004,,MS-003,3,4,12,5,KS Krishnan papers,Archives at NCBS,A perspective for research in animal sciences,Undated,0,21x29.7cm,4p,"Singh, Mewa","An analysis on the shift of focus from organismal biology to specific domains in biological research in India. Also suggests a four-step plan and remarks on other initiatives to promote a more holistic approach to questions in biology and research. Mentions areas of biology to be strengthened in the future. (Inputs from Krishnan, K. S., Ranganath, H. A. and Joshi, A.)",Unknown,Unrestricted,Archives at NCBS,Notes,Computer print with Image,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Organismal Biology,India,Ecology,DST,Research training,PAC Animal Sciences,
MS-003_3_4_12_5_0005-0006,,MS-003,3,4,12,5,KS Krishnan papers,Archives at NCBS,Fostering Research in Indian Universities,Undated,0,21x29.7cm,2p,"Subhedar, N. K.",Summarises Krishnan's comment on how research in India was being conducted in an irresponsible manner due to lack of accountability and recognition of true talent. Also talks about promoting Academia-Industry interaction through projects led pro-actively by universities.,Unknown,Unrestricted,Archives at NCBS,Notes,Computer print with Image,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Excellence in academia,Academia-Industry interaction,India,Research and Development,Academic excellence,Publishing,
MS-003_4_3_13_2_0001-0002,,MS-003,4,3,13,2,KS Krishnan papers,Archives at NCBS,"Letter from Obaid Siddiqi to Krishnan, K.S.",1976 ca,1976,21.5x28cm,2p,"Siddiqi, Obaid","Letter asking Krishnan about his interest in returning to India from the US, and the proposal of a position at TIFR, Mumbai.				",Unknown,Unrestricted,Archives at NCBS,Correspondence,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,TIFR,India,"Siddiqi, O","Krishnan, K.S.",Research position,,
MS-003_4_3_13_6_P_0001,,MS-003,4,3,13,6,KS Krishnan papers,Archives at NCBS,Correspondence with Howard Nash,1994 ca,1994,21x29.7cm,1p,"Nash, Howard; Krishnan, KS",Invitation by Nash to be co-authors on a paper by himself and Boris Leibovitch on ion channel Drosophila melanogaster mutants.,,Unrestricted,Archives at NCBS,Correspondence,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Drosophila melanogaster,"Nash, H","Liebovitch, B",har,Ion channels,Neurogenetics,
MS-003_4_4_13_38_P_0006,,MS-003,4,4,13,38,KS Krishnan papers,Archives at NCBS,Request to donate chemicals to Sophia College,6/23/1997,1997,21x29.7cm,1p,"Krishnan, K. S.","Request to gift unused chemicals from lab to Sophia College, Mumbai. The estimated value was not more than Rs 5000 of the chemicals collectively and a handwritten sheet specifying the chemicals and their amounts was attached.","Mumbai, India",Unrestricted,Archives at NCBS,Correspondence,Computer print with Image,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Donation,Gift,Chemicals,"TIFR, Mumbai",Sophia college,Krishnan lab,
MS-003_4_4_13_38_P_0007,,MS-003,4,4,13,38,KS Krishnan papers,Archives at NCBS,List of chemicals donated to Sophia College,Undated,0,21x29.7cm,1p,"Krishnan, K. S.",A list of  unused chemicals and their specific quantities which were to be sent from Krishnan lab to Sophia College as a gift.,"Mumbai, India",Unrestricted,Archives at NCBS,Correspondence,Handwritten note,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Donation,Gift,Chemicals,"TIFR, Mumbai",Sophia college,Krishnan lab,
MS-003_4_4_13_38_P_0013,,MS-003,4,4,13,38,KS Krishnan papers,Archives at NCBS,Grievance letter on administrative process impeding scientific pursuit,11/19/1998,1998,21x29.7cm,1p,"Krishnan, K. S.","Describes problems during processing a bill for the repair of an 'un-numbered' clock leading to waste of time and requests that purchase, store and accounts sub-sections of the administration be made to realise a change in their work ethic would be required such that scientific staff can focus on research better.","Mumbai, India",Unrestricted,Archives at NCBS,Correspondence,Computer print with Image,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Administration,Bill processing,Invoice,Purchase,Store,Accounts,
MS-003_4_4_13_39_0002-0003,,MS-003,4,4,13,39,KS Krishnan papers,Archives at NCBS,Correspondence to Justice Anand about stray dogs on campus.,03/08/01,2001,21x29.7cm,2p,"Krishnan, K. S.","Letter about the menace created by stray dogs on campus (incidents of attacking persons on campus, the potential dangers from their howling at night (sometimes all night) and their ability to spread rabies) and requesting intervention from authorities to curb interaction between stray dogs and citizens.","Mumbai, India",Unrestricted,Archives at NCBS,Correspondence,Computer print with Image,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Stray dogs,National Human Rights Commission,Justice Anand,TIFR,Mumbai,,
MS-003_4_4_13_39_0004-0005,,MS-003,4,4,13,39,KS Krishnan papers,Archives at NCBS,"Correspondence on the state of the guest house facilities at TIFR, Mumbai.",10/23/01,2001,21x29.7cm,2p,"Krishnan, K. S.","Letter addressed to authorities at TIFR, Mumbai (Director, Chairman, SAC,  AO, Hostel etc) describing the guest house facilities and their condition. Suggestions were made to help improve the experience for guests in the future","Mumbai, India",Unrestricted,Archives at NCBS,Correspondence,Computer print with Image,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Guest house,TIFR,Mumbai,accommodation,Hospitality, ,
MS-004_1_1_1_1_0001-0008,,MS-004,1,1,1,1,Ravi Sankaran Collection,Archives at NCBS,Handwritten field notes from Madhya Pradesh,1985,1985,8.5x11.5 inches,8p,"Sankaran, Ravi",Handwritten field notes by Ravi Sankaran on his observations of the lesser floricans in various places in Madhya Pradesh. ,Madhya Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lesser florican,Wildlife,Amba,Damnod,Environment,Agriculture,
MS-004_1_1_1_1_P_0106,,MS-004,1,1,1,1,Ravi Sankaran Collection,Archives at NCBS,Drawing of the lesser florican and a map,Undated,0,8.5x11.5 inches,1p,Unknown,Drawing of two lesser floricans and a partial map of India ,Unknown,Unrestricted,Archives at NCBS,Map,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lesser florican,Map,Drawing,Kattiawar,,,
MS-004_1_1_1_1_P_0122,,MS-004,1,1,1,1,Ravi Sankaran Collection,Archives at NCBS,Letter from J.C. Daniel to unknown,06/04/1985,1985,8.5x11.5 inches,1p,"Daniel, J.C.","Letter from J.C. Daniel, Curator, Bombay Natural History Society that has not been addressed to anyone. Daniel writes that the BNHS has been carrying out surveys of different varieties of floricans and that researchers, including Ravi Sankaran, will be carrying out survey work in different states. Daniel requests the addressed person for their cooperation and help.",Bombay,Unrestricted,Archives at NCBS,Letter,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Florican,Field work,Salim Ali,Bombay Natural History Society,Endangered species,Wildlife,
MS-004_1_1_1_13_0001-0050,,MS-004,1,1,1,13,Ravi Sankaran Collection,Archives at NCBS,Ravi Sankaran's journal from 1991,1991,1991,8.5x11.5 inches,50p,"Sankaran, Ravi","A journal maintained by Ravi Sankaran in 1991 on his visits to places in Uttar Pradesh and Rajasthan, particularly the Desert National Park in Sudasari, Rajasthan. The entries are brief descriptions of Sankaran's day, including the people he met, the places he visited, and the work he conducted in those places",Uttar Pradesh and Rajasthan,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Journal,Conservation,Wildlife,Travel,Writing,,
MS-004_1_1_1_14_0001-0002,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,Log of rainfall data,1986,1986,8.5x11.5 inches,2p,"Sankaran, Ravi","A log of rainfall height taken every few days, along with notes describing the timings",Unknown,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Rainfall,Log,Conservation,Research,,,
MS-004_1_1_1_14_0039-0040,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,"Record of grass burning titled ""Harrowing/Burning""",1989,1989,8.5x11.5 inches,2p,"Sankaran, Ravi","Descriptions of grasslands in various places in Madhya Pradesh being burnt, with reference to a florican habitat. Some of the places mentioned are Naulakha, Chapra, and Kowhaghatti",Madhya Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Grass,Conservation,Grass burning,Florican,Wildlife,Fieldwork,
MS-004_1_1_1_14_0088-0092,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,"Table titled ""Peacock call/ Temp""",1989,1989,8.5x11.5 inches,5p,"Sankaran, Ravi","Table with recordings of the number of peacock calls heard in different time intervals throughout the day, with recordings of temperature, sunset time, and sunrise time as well",Unknown,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Peacock,Temperature,Bird calls,Conservation,Wildlife,Observations,
MS-004_1_1_1_14_P_0004,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,Table of rainfall and temperature data in Sailana,1988,1988,8.5x11.5 inches,1p,"Sankaran, Ravi","Table with maximum and minimum temperature recorded everyday from June to August, along with rainfall height in Sailana, Madhya Pradesh",Sailana - Madhya Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Rainfall,Temperature,Observations,Research,Fieldwork,,
MS-004_1_1_1_14_P_0018,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,"Log titled ""Immigration chronology""",1985,1985,8.5x11.5 inches,1p,"Sankaran, Ravi","Log capturing rainfall date and ""No. of birds"" over four months. The log is titled immigration chronology.",,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Immigration,Birds,Rainfall,Observations,Fieldwork,Research,
MS-004_1_1_1_14_P_0028,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,"Log of insects varieties titled ""Entomology""",14/10/1985,1985,8.5x11.5 inches,1p,"Sankaran, Ravi","Log describing the different varieties of insects found in various grazed and ungrazed plots of land in Sailana, Madhya Pradesh",Sailana - Madhya Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Insects,Entomology,Grass,Wildlife,Conservation,Fieldwork,
MS-004_1_1_1_14_P_0029,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,"Table titled ""Gunshots heard from Satiana 1989""",1989,1989,8.5x11.5 inches,1p,"Sankaran, Ravi","Table with recordings of the number gunshots heard, the time and the date",Satiana - Uttar Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Gunshot,Hunting,Culling,Conservation,Wildlife,Fieldwork,
MS-004_1_1_1_14_P_0041,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,Table of peacock call recordings,Undated,0,8.5x11.5 inches,1p,"Sankaran, Ravi","Log of the number of peacock calls heard over 12 minutes in four different places, over March, April, May and June",Madhya Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Peacock,Bird calls,Conservation,Wildlife,Fieldwork,Observations,
MS-004_1_1_1_14_P_0103,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,Log of response to sound stimulus,1989,1989,8.5x11.5 inches,1p,"Sankaran, Ravi",Table with recordings of sound stimulus such as bird calls and gunshots and the reaction these sounds evoked in a species under study,Unknown,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Behaviour,Stimulus,Gunshot,Research,Observations,Wildlife,
MS-004_1_1_1_14_P_0114,,MS-004,1,1,1,14,Ravi Sankaran Collection,Archives at NCBS,Map of Sailana,Undated,0,8.5x11.5 inches,1p,Unknown,"Map of Sailana, Madhya Pradesh that shows the Forest Department Plantation, and nearby towns",Sailana - Madhya Pradesh,Unrestricted,Archives at NCBS,Map,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Map,Sailana,Survey,Birds,Dhamnod,Adwanya,
MS-004_1_1_1_15_P_0001,,MS-004,1,1,1,15,Ravi Sankaran Collection,Archives at NCBS,Survey map of Naulakha,Undated,0,8.5x11.5 inches,1p,"Sankaran, Ravi","Hand drawn survey map of a region in Naulakha, Madhya Pradesh on a sheet of graph paper",Naulakha - Madhya Pradesh,Unrestricted,Archives at NCBS,Hand-drawn map,Pencil on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Map,Survey,Drawing,Fieldwork,Land,Madhya Pradesh,
MS-004_1_1_1_15_P_0004,,MS-004,1,1,1,15,Ravi Sankaran Collection,Archives at NCBS,Map of India and a region of Rajasthan,Undated,0,8.5x11.5 inches,1p,Unknown,Map of India with Project Field Stations marked in Jaisalmer and Dudhwa. A close up map of districts in Rajasthan marks the Desert National Park in the Thar Desert,Unknown,Unrestricted,Archives at NCBS,Map,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Map,Survey,Rajasthan,Desert National Park,Fieldwork,,
MS-004_1_1_1_15_P_0007,,MS-004,1,1,1,15,Ravi Sankaran Collection,Archives at NCBS,Map of foraging area in Chapra,Undated,0,8.5x11.5 inches,1p,Unknown,"Survey map of Chapra with the foraging area of a certain species marked. Below the map are notes related to scale, terrain, and the method used to plot the map",Chapra,Unrestricted,Archives at NCBS,Map,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Map,Survey,Chapra,Foraging,Behaviour,Conservation,
MS-004_1_1_1_15_P_0109,,MS-004,1,1,1,15,Ravi Sankaran Collection,Archives at NCBS,Map of Dudhwa National Park,Undated,0,8.5x11.5 inches,1p,Unknown,"Map of Dudhwa National Park with boundaries marked. The map also includes railway lines, river routes, and terrain information",Uttar Pradesh,Unrestricted,Archives at NCBS,Map,Print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Map,Survey,National Park,Transport,,,
MS-004_1_1_1_15_P_0112,,MS-004,1,1,1,15,Ravi Sankaran Collection,Archives at NCBS,"Map of Kutch, Gujarat",Undated,0,8.5x11.5 inches,1p,Unknown,"Road map of Kutch, Gujarat with highways, roads, and railway lines marked. The map also shows the Rann of Kutch, and the Gulf of Kutch",Gujarat,Unrestricted,Archives at NCBS,Map,Print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Map,Survey,Transport,Kutch,,,
MS-004_1_1_1_16_P_0003,,MS-004,1,1,1,16,Ravi Sankaran Collection,Archives at NCBS,Notes on extinction of species,Undated,0,8.5x11.5 inches,1p,"Sankaran, Ravi",Ravi Sankaran's handwritten notes on the extinction of species. He writes about extinctions caused by humans and captive breeding,Unknown,Unrestricted,Archives at NCBS,Note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Extinction,Conservation,Species,Breeding,Wildlife,Environment,
MS-004_1_1_1_16_P_0004,,MS-004,1,1,1,16,Ravi Sankaran Collection,Archives at NCBS,Notes on conservation,Undated,0,8.5x11.5 inches,1p,"Sankaran, Ravi",Ravi Sankaran's handwritten notes on the conservation of species. Sankaran writes about human exploitation and its link to conservation,Unknown,Unrestricted,Archives at NCBS,Note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conservation,Species,Exploitation,Activism,Policy,Environment,
MS-004_1_1_1_16_P_0005,,MS-004,1,1,1,16,Ravi Sankaran Collection,Archives at NCBS,Notes on territories,Undated,0,8.5x11.5 inches,1p,"Sankaran, Ravi",Ravi Sankaran's handwritten notes on territory establishment by birds. He writes about the link between territory and reproduction,,Unrestricted,Archives at NCBS,Note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Territory,Behaviour,Birds,Breeding,Aggression,,
MS-004_1_1_1_3_0005-0030,,MS-004,1,1,1,3,Ravi Sankaran Collection,Archives at NCBS,Field notes from Sailana,1987,1987,8.5x11.5 inches,26p,"Sankaran, Ravi","Field notes on weather, environment, and florican sightings by Ravi Sankaran. Sankaran also observes the behaviour of the florican. Written in Sailana, Madhya Pradesh",Sailana - Madhya Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lesser florican,Sailana,Field work,Research,Wildlife,,
MS-004_1_1_1_5_0013-0048,,MS-004,1,1,1,5,Ravi Sankaran Collection,Archives at NCBS,"Field notes from Dudhwa National Park, Uttar Pradesh",1987,1987,8.5x11.5 inches,36p,"Sankaran, Ravi","Field notes on weather, environment and the Bengal florican sightings and behaviour by Ravi Sankaran. Written in Dudhwa National Park in the Terai of Uttar Pradesh","Dudhwa National Park, Uttar Pradesh",Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Bengal florican,Dudhwa National Park,Terai,Wildlife,Behaviour,,
MS-004_1_1_1_9_0015-0017,,MS-004,1,1,1,9,Ravi Sankaran Collection,Archives at NCBS,Observations on grass lands and grass burning,1988,1988,8.5x11.5 inches,3p,"Sankaran, Ravi","Descriptions of the grasslands in Dudhwa National Park, Uttar Pradesh. A few places mentioned are Satiana, Chapra, and Naulakha. The notes mention florican territories. Sankaran also keeps track of harvesting and grass burning dates  ",Uttar Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Grass,Florican,Conservation,Wildlife,Research,Fieldwork,
MS-004_1_1_1_9_P_0001,,MS-004,1,1,1,9,Ravi Sankaran Collection,Archives at NCBS,Graph showing effect of rainfall on grass height,Undated,0,8.5x11.5 inches,1p,"Sankaran, Ravi","A graph that shows the effect of rainfall on grass height during 1985, 1986, 1987, and 1988. Below the graph, there are notes that interpret the graphical data ",Unknown,Unrestricted,Archives at NCBS,Note,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Graph,Rainfall,Conservation,Grass,Research,Technology,
